Year,Month,State,Residential Revenue (Thousand $),Commercial Revenue (Thousand $),Industrial Revenue (Thousand $),Transportation Revenue (Thousand $),Other                 Revenue (Thousand $),All Sectors        Revenue             (Thousand $),Residential Sales (MWh),Commercial Sales (MWh),Industrial Sales (MWh),Transportation Sales (MWh),Other           Sales  (MWh),All Sector    Sales (MWh),Average Retail Price Residential (c/kWh),Average Retail Price Commercial (c/kWh),Average Retail Price  Industrial (c/kWh),Average Retail Price Transportation (c/kWh),Average Retail Price           Other          (c/kWh),Average Retail Price              All Sectors (c/kWh),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,8,," 10,089,618 "," 6,784,321 "," 4,474,569 ", -   ," 601,231 "," 21,949,740 "," 114,889,114 "," 85,204,280 "," 90,143,932 ", -   ," 8,601,510 "," 298,838,838 ", 8.78 , 7.96 , 4.96 ,   , 6.99 , 7.35 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,9,," 8,050,639 "," 6,072,753 "," 4,107,919 ", -   ," 597,034 "," 18,828,345 "," 93,908,245 "," 77,302,062 "," 86,061,329 ", -   ," 8,677,828 "," 265,949,465 ", 8.57 , 7.86 , 4.77 ,   , 6.88 , 7.08 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,10,," 6,465,421 "," 5,681,691 "," 4,041,540 ", -   ," 567,609 "," 16,756,262 "," 74,749,499 "," 72,407,809 "," 85,910,159 ", -   ," 8,071,745 "," 241,139,211 ", 8.65 , 7.85 , 4.70 ,   , 7.03 , 6.95 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,11,," 6,354,167 "," 5,165,254 "," 3,738,335 ", -   ," 534,539 "," 15,792,296 "," 76,927,182 "," 68,116,481 "," 82,724,214 ", -   ," 7,840,960 "," 235,608,836 ", 8.26 , 7.58 , 4.52 ,   , 6.82 , 6.70 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,12,," 7,405,158 "," 5,153,457 "," 3,700,703 ", -   ," 526,878 "," 16,786,197 "," 92,392,875 "," 70,167,709 "," 82,476,334 ", -   ," 7,860,035 "," 252,896,952 ", 8.01 , 7.34 , 4.49 ,   , 6.70 , 6.64 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,,US Total," 87,609,593 "," 66,364,690 "," 47,175,471 ", -   ," 6,567,153 "," 207,716,916 "," 1,042,501,454 "," 862,684,775 "," 1,012,693,352 ", -   ," 95,406,996 "," 3,013,286,575 ", 8.40 , 7.69 , 4.66 ,   , 6.88 , 6.89 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,1,," 8,420,516 "," 5,298,456 "," 3,710,334 ", -   ," 545,601 "," 17,974,905 "," 108,611,243 "," 72,475,159 "," 82,927,408 ", -   ," 8,173,364 "," 272,187,175 ", 7.75 , 7.31 , 4.47 ,   , 6.68 , 6.60 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,2,," 7,502,158 "," 5,135,222 "," 3,714,448 ", -   ," 536,569 "," 16,888,398 "," 96,117,981 "," 69,511,925 "," 82,512,166 ", -   ," 7,962,326 "," 256,104,397 ", 7.81 , 7.39 , 4.50 ,   , 6.74 , 6.59 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,3,," 7,034,439 "," 5,168,571 "," 3,808,841 ", -   ," 532,353 "," 16,544,205 "," 87,036,513 "," 69,336,112 "," 84,864,455 ", -   ," 7,792,934 "," 249,030,012 ", 8.08 , 7.45 , 4.49 ,   , 6.83 , 6.64 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,4,," 6,147,888 "," 4,935,570 "," 3,667,596 ", -   ," 512,766 "," 15,263,820 "," 74,616,352 "," 65,966,982 "," 82,159,617 ", -   ," 7,602,042 "," 230,344,994 ", 8.24 , 7.48 , 4.46 ,   , 6.75 , 6.63 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,5,," 6,362,441 "," 5,381,271 "," 3,929,077 ", -   ," 550,669 "," 16,223,459 "," 74,546,420 "," 70,605,835 "," 86,637,815 ", -   ," 7,852,339 "," 239,642,409 ", 8.53 , 7.62 , 4.54 ,   , 7.01 , 6.77 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,6,," 7,869,643 "," 6,038,873 "," 4,190,105 ", -   ," 596,176 "," 18,694,797 "," 90,953,853 "," 78,298,115 "," 88,523,111 ", -   ," 8,220,301 "," 265,995,380 ", 8.65 , 7.71 , 4.73 ,   , 7.25 , 7.03 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,7,," 9,273,522 "," 6,591,030 "," 4,320,239 ", -   ," 595,775 "," 20,780,566 "," 106,127,815 "," 82,838,434 "," 88,625,653 ", -   ," 8,394,965 "," 285,986,869 ", 8.74 , 7.96 , 4.87 ,   , 7.10 , 7.27 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,8,," 9,359,694 "," 6,786,287 "," 4,389,806 ", -   ," 609,443 "," 21,145,230 "," 105,560,260 "," 84,912,633 "," 90,813,102 ", -   ," 8,606,687 "," 289,892,682 ", 8.87 , 7.99 , 4.83 ,   , 7.08 , 7.29 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,9,," 8,054,464 "," 6,298,511 "," 4,221,336 ", -   ," 614,343 "," 19,188,653 "," 91,597,559 "," 79,066,550 "," 88,383,723 ", -   ," 8,873,564 "," 267,921,396 ", 8.79 , 7.97 , 4.78 ,   , 6.92 , 7.16 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,10,," 6,538,565 "," 5,737,087 "," 4,084,000 ", -   ," 577,211 "," 16,936,863 "," 75,385,584 "," 73,106,296 "," 88,608,161 ", -   ," 8,116,353 "," 245,216,393 ", 8.67 , 7.85 , 4.61 ,   , 7.11 , 6.91 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,11,," 6,451,761 "," 5,227,529 "," 3,795,259 ", -   ," 536,110 "," 16,010,661 "," 78,242,218 "," 69,552,921 "," 85,140,126 ", -   ," 7,885,084 "," 240,820,348 ", 8.25 , 7.52 , 4.46 ,   , 6.80 , 6.65 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,12,," 7,487,852 "," 5,229,807 "," 3,705,037 ", -   ," 534,332 "," 16,957,027 "," 93,715,950 "," 71,774,207 "," 84,436,053 ", -   ," 8,058,766 "," 257,984,977 ", 7.99 , 7.29 , 4.39 ,   , 6.63 , 6.57 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,,US Total," 90,502,943 "," 67,828,214 "," 47,536,078 ", -   ," 6,741,348 "," 212,608,584 "," 1,082,511,748 "," 887,445,169 "," 1,033,631,390 ", -   ," 97,538,725 "," 3,101,127,032 ", 8.36 , 7.64 , 4.60 ,   , 6.91 , 6.86 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,1,," 8,351,041 "," 5,566,794 "," 3,701,045 ", -   ," 584,180 "," 18,203,060 "," 106,166,352 "," 76,632,794 "," 83,977,545 ", -   ," 8,571,590 "," 275,348,279 ", 7.87 , 7.26 , 4.41 ,   , 6.82 , 6.61 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,2,," 7,202,164 "," 5,214,845 "," 3,601,964 ", -   ," 554,101 "," 16,573,074 "," 90,264,759 "," 70,620,727 "," 81,755,663 ", -   ," 8,226,078 "," 250,867,230 ", 7.98 , 7.38 , 4.41 ,   , 6.74 , 6.61 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,3,," 6,709,371 "," 5,281,122 "," 3,668,022 ", -   ," 553,941 "," 16,212,454 "," 81,426,550 "," 70,890,399 "," 83,246,686 ", -   ," 7,931,959 "," 243,495,595 ", 8.24 , 7.45 , 4.41 ,   , 6.98 , 6.66 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,4,," 6,095,060 "," 5,163,002 "," 3,648,013 ", -   ," 545,887 "," 15,451,960 "," 72,745,622 "," 69,742,188 "," 84,358,256 ", -   ," 7,961,866 "," 234,807,931 ", 8.38 , 7.40 , 4.32 ,   , 6.86 , 6.58 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,5,," 6,124,668 "," 5,409,571 "," 3,797,873 ", -   ," 561,999 "," 15,894,109 "," 70,778,999 "," 71,362,258 "," 86,581,090 ", -   ," 8,022,999 "," 236,745,346 ", 8.65 , 7.58 , 4.39 ,   , 7.00 , 6.71 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,6,," 7,449,404 "," 6,303,887 "," 4,121,328 ", -   ," 612,211 "," 18,486,830 "," 83,568,904 "," 79,995,751 "," 89,361,154 ", -   ," 8,597,598 "," 261,523,406 ", 8.91 , 7.88 , 4.61 ,   , 7.12 , 7.07 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,7,," 9,558,178 "," 7,006,108 "," 4,275,305 ", -   ," 623,474 "," 21,463,068 "," 109,342,525 "," 89,213,824 "," 88,660,363 ", -   ," 9,133,441 "," 296,350,153 ", 8.74 , 7.85 , 4.82 ,   , 6.83 , 7.24 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,8,," 9,410,294 "," 6,864,632 "," 4,358,887 ", -   ," 642,665 "," 21,276,477 "," 106,961,650 "," 86,710,864 "," 91,417,054 ", -   ," 9,028,528 "," 294,118,094 ", 8.80 , 7.92 , 4.77 ,   , 7.12 , 7.23 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,9,," 8,292,098 "," 6,625,479 "," 4,275,211 ", -   ," 653,629 "," 19,846,416 "," 94,772,742 "," 84,415,324 "," 90,213,565 ", -   ," 9,269,869 "," 278,671,500 ", 8.75 , 7.85 , 4.74 ,   , 7.05 , 7.12 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,10,," 7,221,499 "," 6,164,044 "," 4,106,890 ", -   ," 631,624 "," 18,124,056 "," 84,076,576 "," 80,467,437 "," 89,020,922 ", -   ," 9,148,465 "," 262,713,399 ", 8.59 , 7.66 , 4.61 ,   , 6.90 , 6.90 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,11,," 6,598,046 "," 5,410,799 "," 3,795,359 ", -   ," 577,437 "," 16,381,638 "," 80,004,670 "," 72,913,367 "," 85,323,420 ", -   ," 8,559,466 "," 246,800,921 ", 8.25 , 7.42 , 4.45 ,   , 6.75 , 6.64 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,12,," 7,692,126 "," 5,486,524 "," 3,673,587 ", -   ," 568,951 "," 17,421,186 "," 95,770,748 "," 75,667,848 "," 84,281,165 ", -   ," 8,448,816 "," 264,168,576 ", 8.03 , 7.25 , 4.36 ,   , 6.73 , 6.59 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,,US Total," 90,703,949 "," 70,496,807 "," 47,023,484 ", -   ," 7,110,099 "," 215,334,328 "," 1,075,880,097 "," 928,632,781 "," 1,038,196,883 ", -   ," 102,900,675 "," 3,145,610,430 ", 8.43 , 7.59 , 4.53 ,   , 6.91 , 6.85 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,1,," 8,072,725 "," 5,554,757 "," 3,618,110 ", -   ," 544,576 "," 17,790,169 "," 102,549,076 "," 76,938,373 "," 82,892,968 ", -   ," 8,593,825 "," 270,974,243 ", 7.87 , 7.22 , 4.36 ,   , 6.34 , 6.57 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,2,," 6,901,888 "," 5,240,677 "," 3,575,857 ", -   ," 513,638 "," 16,232,063 "," 86,554,306 "," 71,976,732 "," 82,936,081 ", -   ," 7,683,638 "," 249,150,760 ", 7.97 , 7.28 , 4.31 ,   , 6.68 , 6.51 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,3,," 6,885,324 "," 5,422,116 "," 3,676,444 ", -   ," 548,059 "," 16,531,942 "," 85,964,291 "," 74,519,024 "," 84,892,440 ", -   ," 8,218,738 "," 253,594,497 ", 8.01 , 7.28 , 4.33 ,   , 6.67 , 6.52 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,4,," 6,103,365 "," 5,312,194 "," 3,639,605 ", -   ," 525,686 "," 15,580,849 "," 74,143,625 "," 72,774,509 "," 84,627,269 ", -   ," 7,871,600 "," 239,417,004 ", 8.23 , 7.30 , 4.30 ,   , 6.68 , 6.51 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,5,," 6,576,442 "," 5,815,076 "," 3,952,027 ", -   ," 556,027 "," 16,899,572 "," 77,482,558 "," 77,978,152 "," 89,725,340 ", -   ," 8,318,324 "," 253,504,374 ", 8.49 , 7.46 , 4.40 ,   , 6.68 , 6.67 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
