Year,Month,State,Residential Revenue (Thousand $),Commercial Revenue (Thousand $),Industrial Revenue (Thousand $),Transportation Revenue (Thousand $),Other                 Revenue (Thousand $),All Sectors        Revenue             (Thousand $),Residential Sales (MWh),Commercial Sales (MWh),Industrial Sales (MWh),Transportation Sales (MWh),Other           Sales  (MWh),All Sector    Sales (MWh),Average Retail Price Residential (c/kWh),Average Retail Price Commercial (c/kWh),Average Retail Price  Industrial (c/kWh),Average Retail Price Transportation (c/kWh),Average Retail Price           Other          (c/kWh),Average Retail Price              All Sectors (c/kWh),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,2,," 12,016,382 "," 9,410,169 "," 4,828,772 "," 67,412 ",," 26,322,735 "," 121,464,249 "," 100,756,429 "," 78,391,794 "," 718,843 ",," 301,331,315 ", 9.89 , 9.34 , 6.16 , 9.38 ,, 8.74 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,3,," 10,854,298 "," 9,596,619 "," 5,133,531 "," 82,033 ",," 25,666,482 "," 105,694,760 "," 102,640,148 "," 82,582,471 "," 742,970 ",," 291,660,348 ", 10.27 , 9.35 , 6.22 , 11.04 ,, 8.80 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,4,," 9,595,250 "," 9,479,138 "," 5,161,250 "," 60,842 ",," 24,296,480 "," 90,282,047 "," 101,051,205 "," 83,361,384 "," 645,871 ",," 275,340,507 ", 10.63 , 9.38 , 6.19 , 9.42 ,, 8.82 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,5,," 10,384,868 "," 10,328,390 "," 5,468,359 "," 60,187 ",," 26,241,804 "," 96,388,854 "," 108,558,891 "," 87,241,067 "," 611,447 ",," 292,800,259 ", 10.77 , 9.51 , 6.27 , 9.84 ,, 8.96 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,6,," 13,018,879 "," 11,672,106 "," 5,768,552 "," 65,674 ",," 30,525,212 "," 117,417,595 "," 117,351,909 "," 87,572,065 "," 665,022 ",," 323,006,591 ", 11.09 , 9.95 , 6.59 , 9.88 ,, 9.45 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,7,," 15,396,270 "," 12,568,242 "," 5,973,780 "," 71,327 ",," 34,009,620 "," 139,027,030 "," 123,923,086 "," 89,017,336 "," 674,864 ",," 352,642,316 ", 11.07 , 10.14 , 6.71 , 10.57 ,, 9.64 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,8,," 16,621,341 "," 13,142,721 "," 6,296,247 "," 67,195 ",," 36,127,504 "," 150,101,494 "," 130,474,680 "," 92,115,234 "," 673,416 ",," 373,364,824 ", 11.07 , 10.07 , 6.84 , 9.98 ,, 9.68 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,9,," 14,189,066 "," 11,872,915 "," 5,700,223 "," 66,984 ",," 31,829,188 "," 129,512,025 "," 119,898,385 "," 87,427,614 "," 686,542 ",," 337,524,565 ", 10.96 , 9.90 , 6.52 , 9.76 ,, 9.43 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,10,," 11,225,630 "," 11,181,927 "," 5,740,372 "," 62,656 ",," 28,210,584 "," 103,753,922 "," 114,481,208 "," 88,895,868 "," 651,651 ",," 307,782,649 ", 10.82 , 9.77 , 6.46 , 9.61 ,, 9.17 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,11,," 10,263,632 "," 9,938,386 "," 5,348,225 "," 58,954 ",," 25,609,198 "," 95,904,831 "," 104,603,261 "," 85,118,054 "," 673,160 ",," 286,299,306 ", 10.70 , 9.50 , 6.28 , 8.76 ,, 8.94 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,12,," 12,130,498 "," 9,979,894 "," 5,244,673 "," 60,947 ",," 27,416,013 "," 117,407,955 "," 105,908,553 "," 83,724,550 "," 663,214 ",," 307,704,272 ", 10.33 , 9.42 , 6.26 , 9.19 ,, 8.91 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,,US Total," 148,294,910 "," 128,903,238 "," 65,711,939 "," 792,469 ",," 343,702,559 "," 1,392,240,998 "," 1,336,315,195 "," 1,027,831,926 "," 8,172,596 ",," 3,764,560,712 ", 10.65 , 9.65 , 6.39 , 9.70 ,, 9.13 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,1,," 13,491,159 "," 10,368,951 "," 5,191,262 "," 66,721 ",," 29,118,093 "," 132,938,174 "," 109,028,018 "," 83,582,498 "," 714,320 ",," 326,263,010 ", 10.15 , 9.51 , 6.21 , 9.34 ,, 8.92 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,2,," 12,070,414 "," 9,993,738 "," 5,072,880 "," 65,873 ",," 27,202,905 "," 118,470,786 "," 104,288,357 "," 81,603,418 "," 658,377 ",," 305,020,938 ", 10.19 , 9.58 , 6.22 , 10.01 ,, 8.92 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,3,," 11,207,824 "," 10,036,364 "," 5,294,544 "," 65,548 ",," 26,604,280 "," 107,056,850 "," 103,238,977 "," 83,713,545 "," 637,955 ",," 294,647,327 ", 10.47 , 9.72 , 6.32 , 10.27 ,, 9.03 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,4,," 10,044,649 "," 10,051,280 "," 5,454,506 "," 62,262 ",," 25,612,697 "," 91,976,703 "," 101,502,086 "," 83,999,309 "," 616,817 ",," 278,094,916 ", 10.92 , 9.90 , 6.49 , 10.09 ,, 9.21 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,5,," 10,479,528 "," 10,879,150 "," 5,854,927 "," 63,871 ",," 27,277,475 "," 92,018,296 "," 107,378,871 "," 88,166,004 "," 598,444 ",," 288,161,614 ", 11.39 , 10.13 , 6.64 , 10.67 ,, 9.47 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,6,," 14,233,302 "," 13,065,709 "," 6,295,516 "," 73,315 ",," 33,667,841 "," 121,136,873 "," 119,062,665 "," 87,345,375 "," 625,356 ",," 328,170,269 ", 11.75 , 10.97 , 7.21 , 11.72 ,, 10.26 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,7,," 17,265,274 "," 14,293,532 "," 6,732,447 "," 77,696 ",," 38,368,949 "," 143,269,372 "," 128,027,937 "," 88,310,340 "," 653,241 ",," 360,260,890 ", 12.05 , 11.16 , 7.62 , 11.89 ,, 10.65 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,8,," 16,737,802 "," 13,907,463 "," 6,506,536 "," 78,477 ",," 37,230,278 "," 138,764,503 "," 124,495,708 "," 87,990,253 "," 647,471 ",," 351,897,935 ", 12.06 , 11.17 , 7.39 , 12.12 ,, 10.58 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,9,," 13,989,339 "," 12,888,129 "," 6,125,632 "," 73,012 ",," 33,076,112 "," 117,588,918 "," 118,677,133 "," 85,565,226 "," 625,576 ",," 322,456,854 ", 11.90 , 10.86 , 7.16 , 11.67 ,, 10.26 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,10,," 11,351,563 "," 11,739,798 "," 5,913,723 "," 65,192 ",," 29,070,276 "," 96,092,696 "," 110,988,126 "," 84,032,020 "," 634,929 ",," 291,747,771 ", 11.81 , 10.58 , 7.04 , 10.27 ,, 9.96 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,11,," 10,934,648 "," 10,490,226 "," 5,433,337 "," 62,754 ",," 26,920,965 "," 95,665,266 "," 102,384,074 "," 79,373,317 "," 614,723 ",," 278,037,380 ", 11.43 , 10.25 , 6.85 , 10.21 ,, 9.68 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,12,," 13,627,537 "," 10,754,805 "," 5,045,078 "," 72,353 ",," 29,499,772 "," 125,002,668 "," 106,909,183 "," 75,619,003 "," 672,423 ",," 308,203,277 ", 10.90 , 10.06 , 6.67 , 10.76 ,, 9.57 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,,US Total," 155,433,035 "," 138,469,146 "," 68,920,388 "," 827,074 ",," 363,649,644 "," 1,379,981,104 "," 1,335,981,135 "," 1,009,300,309 "," 7,699,632 ",," 3,732,962,180 ", 11.26 , 10.36 , 6.83 , 10.74 ,, 9.74 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,1,," 14,902,121 "," 10,911,515 "," 5,163,962 "," 80,623 ",," 31,058,221 "," 136,079,702 "," 109,522,516 "," 75,003,415 "," 773,787 ",," 321,379,420 ", 10.95 , 9.96 , 6.88 , 10.42 ,, 9.66 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,2,," 12,881,619 "," 10,077,074 "," 4,915,851 "," 70,372 ",," 27,944,915 "," 115,535,554 "," 99,357,502 "," 71,303,988 "," 672,171 ",," 286,869,216 ", 11.15 , 10.14 , 6.89 , 10.47 ,, 9.74 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,3,," 12,037,534 "," 10,269,121 "," 4,993,999 "," 70,802 ",," 27,371,456 "," 106,543,598 "," 102,645,883 "," 73,912,708 "," 671,304 ",," 283,773,493 ", 11.30 , 10.00 , 6.76 , 10.55 ,, 9.65 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,4,," 10,531,263 "," 9,912,172 "," 4,930,217 "," 64,045 ",," 25,437,698 "," 91,472,626 "," 100,020,209 "," 73,661,770 "," 611,075 ",," 265,765,680 ", 11.51 , 9.91 , 6.69 , 10.48 ,, 9.57 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,5,," 11,081,584 "," 10,594,575 "," 5,108,499 "," 67,002 ",," 26,851,660 "," 94,180,397 "," 105,214,919 "," 75,198,168 "," 599,192 ",," 275,192,676 ", 11.77 , 10.07 , 6.79 , 11.18 ,, 9.76 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,6,," 13,495,622 "," 12,011,141 "," 5,323,463 "," 65,320 ",," 30,895,545 "," 114,347,011 "," 114,752,224 "," 75,245,557 "," 610,860 ",," 304,955,652 ", 11.80 , 10.47 , 7.07 , 10.69 ,, 10.13 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,7,," 16,315,907 "," 12,880,537 "," 5,532,854 "," 74,314 ",," 34,803,612 "," 137,681,141 "," 121,608,498 "," 78,044,708 "," 674,474 ",," 338,008,821 ", 11.85 , 10.59 , 7.09 , 11.02 ,, 10.30 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,8,," 16,551,723 "," 13,040,935 "," 5,821,945 "," 68,295 ",," 35,482,897 "," 138,447,350 "," 123,661,633 "," 82,297,889 "," 643,853 ",," 345,050,725 ", 11.96 , 10.55 , 7.07 , 10.61 ,, 10.28 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,9,," 13,792,118 "," 12,035,484 "," 5,534,675 "," 67,623 ",," 31,429,901 "," 115,372,488 "," 115,027,280 "," 80,021,559 "," 637,557 ",," 311,058,884 ", 11.95 , 10.46 , 6.92 , 10.61 ,, 10.10 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,10,," 11,484,033 "," 11,050,484 "," 5,282,480 "," 65,741 ",," 27,882,737 "," 98,522,481 "," 108,635,095 "," 79,583,922 "," 606,710 ",," 287,348,208 ", 11.66 , 10.17 , 6.64 , 10.84 ,, 9.70 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,11,," 10,472,933 "," 9,680,817 "," 4,881,003 "," 62,162 ",," 25,096,915 "," 92,721,753 "," 98,646,279 "," 75,917,071 "," 591,758 ",," 267,876,861 ", 11.30 , 9.81 , 6.43 , 10.50 ,, 9.37 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,12,," 13,461,816 "," 10,475,864 "," 5,014,884 "," 72,012 ",," 29,024,576 "," 123,570,316 "," 108,075,775 "," 77,251,308 "," 687,833 ",," 309,585,231 ", 10.89 , 9.69 , 6.49 , 10.47 ,, 9.38 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,,," 157,008,273 "," 132,939,719 "," 62,503,832 "," 828,311 ",," 353,280,133 "," 1,364,474,417 "," 1,307,167,813 "," 917,442,063 "," 7,780,574 ",," 3,596,864,867 ", 11.51 , 10.17 , 6.81 , 10.65 ,, 9.82 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
